sh,a,rh,x,wavelength,absorption
35.0,100.0,13.0,150.0,319.62497336459,0.92468249713763
35.0,100.0,13.0,150.0,320.10243277849,0.92484071420662
35.0,100.0,13.0,150.0,320.58132079504,0.92499835150958
35.0,100.0,13.0,150.0,321.06164383562,0.92515539799388
35.0,100.0,13.0,150.0,321.54340836013,0.92531184248928
35.0,100.0,13.0,150.0,322.02662086732,0.92546767370777
35.0,100.0,13.0,150.0,322.51128789508,0.92562288024346
35.0,100.0,13.0,150.0,322.99741602067,0.92577745057242
35.0,100.0,13.0,150.0,323.48501186112,0.92593137305261
35.0,100.0,13.0,150.0,323.97408207343,0.92608463592382
35.0,100.0,13.0,150.0,324.46463335496,0.92623722730764
35.0,100.0,13.0,150.0,324.95667244367,0.92638913520745
35.0,100.0,13.0,150.0,325.45020611846,0.92654034750842
35.0,100.0,13.0,150.0,325.94524119948,0.9266908519776
35.0,100.0,13.0,150.0,326.44178454842,0.92684063626399
35.0,100.0,13.0,150.0,326.93984306888,0.92698968789864
35.0,100.0,13.0,150.0,327.43942370661,0.92713799429483
35.0,100.0,13.0,150.0,327.94053344993,0.92728554274824
35.0,100.0,13.0,150.0,328.44317932998,0.92743232043714
35.0,100.0,13.0,150.0,328.94736842105,0.92757831442268
35.0,100.0,13.0,150.0,329.45310784098,0.92772351164917
35.0,100.0,13.0,150.0,329.96040475143,0.92786789894437
35.0,100.0,13.0,150.0,330.46926635823,0.92801146301991
35.0,100.0,13.0,150.0,330.97969991174,0.92815419047164
35.0,100.0,13.0,150.0,331.49171270718,0.92829606778008
35.0,100.0,13.0,150.0,332.00531208499,0.92843708131095
35.0,100.0,13.0,150.0,332.52050543117,0.9285772173156
35.0,100.0,13.0,150.0,333.03730017762,0.92871646193167
35.0,100.0,13.0,150.0,333.55570380253,0.92885480118363
35.0,100.0,13.0,150.0,334.07572383073,0.92899222098346
35.0,100.0,13.0,150.0,334.59736783404,0.92912870713134
35.0,100.0,13.0,150.0,335.12064343164,0.92926424531638
35.0,100.0,13.0,150.0,335.64555829045,0.92939882111744
35.0,100.0,13.0,150.0,336.1721201255,0.92953242000394
35.0,100.0,13.0,150.0,336.70033670034,0.92966502733675
35.0,100.0,13.0,150.0,337.23021582734,0.92979662836913
35.0,100.0,13.0,150.0,337.76176536816,0.92992720824772
35.0,100.0,13.0,150.0,338.2949932341,0.93005675201356
35.0,100.0,13.0,150.0,338.82990738649,0.9301852446032
35.0,100.0,13.0,150.0,339.3665158371,0.93031267084983
35.0,100.0,13.0,150.0,339.90482664854,0.93043901548449
35.0,100.0,13.0,150.0,340.44484793463,0.93056426313731
35.0,100.0,13.0,150.0,340.98658786088,0.93068839833882
35.0,100.0,13.0,150.0,341.53005464481,0.93081140552135
35.0,100.0,13.0,150.0,342.07525655644,0.93093326902039
35.0,100.0,13.0,150.0,342.62220191868,0.93105397307616
35.0,100.0,13.0,150.0,343.17089910776,0.93117350183507
